ID	NC_062188_1_797394.1	NC_062188_1_797394.2	NC_062188_1_2051005.1	NC_062188_1_2051005.2	NC_062188_1_5398170.1	NC_062188_1_5398170.2	NC_062188_1_5454081.1	NC_062188_1_5454081.2	NC_062188_1_5871181.1	NC_062188_1_5871181.2	NC_062188_1_7686594.1	NC_062188_1_7686594.2	NC_062188_1_8993307.1	NC_062188_1_8993307.2	NC_062188_1_9830914.1	NC_062188_1_9830914.2	NC_062188_1_18688503.1	NC_062188_1_18688503.2	NC_062188_1_19344630.1	NC_062188_1_19344630.2	NC_062188_1_19410062.1	NC_062188_1_19410062.2	NC_062188_1_19514855.1	NC_062188_1_19514855.2	NC_062189_1_1830742.1	NC_062189_1_1830742.2	NC_062189_1_3251079.1	NC_062189_1_3251079.2	NC_062189_1_11444075.1	NC_062189_1_11444075.2	NC_062189_1_13566003.1	NC_062189_1_13566003.2	NC_062189_1_16159566.1	NC_062189_1_16159566.2	NC_062189_1_16211009.1	NC_062189_1_16211009.2	NC_062189_1_17735265.1	NC_062189_1_17735265.2	NC_062190_1_679327.1	NC_062190_1_679327.2	NC_062190_1_2688667.1	NC_062190_1_2688667.2	NC_062190_1_4791473.1	NC_062190_1_4791473.2	NC_062190_1_5231677.1	NC_062190_1_5231677.2	NC_062190_1_6878014.1	NC_062190_1_6878014.2	NC_062190_1_7397031.1	NC_062190_1_7397031.2	NC_062190_1_8444656.1	NC_062190_1_8444656.2	NC_062190_1_9638903.1	NC_062190_1_9638903.2	NC_062190_1_9955826.1	NC_062190_1_9955826.2	NC_062190_1_10921162.1	NC_062190_1_10921162.2	NC_062191_1_107518.1	NC_062191_1_107518.2	NC_062191_1_2770627.1	NC_062191_1_2770627.2	NC_062191_1_4081511.1	NC_062191_1_4081511.2	NC_062191_1_6206292.1	NC_062191_1_6206292.2	NC_062191_1_8003245.1	NC_062191_1_8003245.2	NC_062191_1_10844208.1	NC_062191_1_10844208.2	NC_062192_1_3525911.1	NC_062192_1_3525911.2	NC_062192_1_3973914.1	NC_062192_1_3973914.2	NC_062192_1_6972321.1	NC_062192_1_6972321.2	NC_062193_1_3929178.1	NC_062193_1_3929178.2	NC_062193_1_9471332.1	NC_062193_1_9471332.2	NC_062193_1_9654258.1	NC_062193_1_9654258.2	NC_062194_1_251187.1	NC_062194_1_251187.2	NC_062194_1_619688.1	NC_062194_1_619688.2	NC_062194_1_1133268.1	NC_062194_1_1133268.2	NC_062194_1_1917403.1	NC_062194_1_1917403.2	NC_062194_1_4063911.1	NC_062194_1_4063911.2	NC_062194_1_7471425.1	NC_062194_1_7471425.2	NC_062195_1_277870.1	NC_062195_1_277870.2	NC_062195_1_459833.1	NC_062195_1_459833.2	NC_062195_1_917015.1	NC_062195_1_917015.2	NC_062195_1_3176238.1	NC_062195_1_3176238.2	NC_062195_1_3550657.1	NC_062195_1_3550657.2	NC_062195_1_4427269.1	NC_062195_1_4427269.2	NC_062195_1_6053599.1	NC_062195_1_6053599.2	NC_062195_1_6960520.1	NC_062195_1_6960520.2	NC_062195_1_7002610.1	NC_062195_1_7002610.2	NC_062195_1_7534752.1	NC_062195_1_7534752.2	NC_062195_1_7759172.1	NC_062195_1_7759172.2	NC_062195_1_8274359.1	NC_062195_1_8274359.2	NC_062196_1_879534.1	NC_062196_1_879534.2	NC_062196_1_2188093.1	NC_062196_1_2188093.2	NC_062196_1_4793553.1	NC_062196_1_4793553.2	NC_062196_1_4857687.1	NC_062196_1_4857687.2	NC_062196_1_8734928.1	NC_062196_1_8734928.2	NC_062197_1_149369.1	NC_062197_1_149369.2	NC_062197_1_401887.1	NC_062197_1_401887.2	NC_062197_1_4788936.1	NC_062197_1_4788936.2	NC_062197_1_5408466.1	NC_062197_1_5408466.2	NC_062197_1_6286717.1	NC_062197_1_6286717.2	NC_062197_1_7802625.1	NC_062197_1_7802625.2	NC_062197_1_7987832.1	NC_062197_1_7987832.2	NC_062198_1_85298.1	NC_062198_1_85298.2	NC_062198_1_2047885.1	NC_062198_1_2047885.2	NC_062198_1_3593891.1	NC_062198_1_3593891.2	NC_062198_1_6159914.1	NC_062198_1_6159914.2	NC_062198_1_6467078.1	NC_062198_1_6467078.2	NC_062198_1_6875542.1	NC_062198_1_6875542.2	NC_062198_1_7642941.1	NC_062198_1_7642941.2	NC_062198_1_7729449.1	NC_062198_1_7729449.2	NC_062199_1_148361.1	NC_062199_1_148361.2	NC_062199_1_672443.1	NC_062199_1_672443.2	NC_062199_1_995510.1	NC_062199_1_995510.2	NC_062200_1_134300.1	NC_062200_1_134300.2	NC_062200_1_210275.1	NC_062200_1_210275.2	NC_062200_1_728858.1	NC_062200_1_728858.2	NC_062200_1_1115225.1	NC_062200_1_1115225.2	NC_062200_1_1366080.1	NC_062200_1_1366080.2	NC_062200_1_3566719.1	NC_062200_1_3566719.2	NC_062201_1_1975782.1	NC_062201_1_1975782.2	NC_062201_1_4752140.1	NC_062201_1_4752140.2	NC_062201_1_5018791.1	NC_062201_1_5018791.2	NC_062202_1_134261.1	NC_062202_1_134261.2	NC_062202_1_191315.1	NC_062202_1_191315.2	NC_062202_1_1321435.1	NC_062202_1_1321435.2	NC_062202_1_2182808.1	NC_062202_1_2182808.2	NC_062202_1_5034178.1	NC_062202_1_5034178.2	NC_062202_1_5181970.1	NC_062202_1_5181970.2	NC_062203_1_1397720.1	NC_062203_1_1397720.2	NC_062203_1_1649029.1	NC_062203_1_1649029.2	NC_062203_1_2221635.1	NC_062203_1_2221635.2	NC_062203_1_2495310.1	NC_062203_1_2495310.2	NC_062204_1_3868989.1	NC_062204_1_3868989.2	NC_062204_1_4457965.1	NC_062204_1_4457965.2	NC_062205_1_1304867.1	NC_062205_1_1304867.2	NC_062205_1_3514596.1	NC_062205_1_3514596.2	NC_062206_1_2212281.1	NC_062206_1_2212281.2	NC_062206_1_3733103.1	NC_062206_1_3733103.2	NC_062206_1_3815599.1	NC_062206_1_3815599.2	NC_062206_1_4023187.1	NC_062206_1_4023187.2	NC_062207_1_2412968.1	NC_062207_1_2412968.2	NC_062207_1_2868178.1	NC_062207_1_2868178.2	NC_062207_1_3567464.1	NC_062207_1_3567464.2	NC_062208_1_933841.1	NC_062208_1_933841.2	NC_062209_1_2188198.1	NC_062209_1_2188198.2	NC_062209_1_3573249.1	NC_062209_1_3573249.2	NC_062210_1_691233.1	NC_062210_1_691233.2	NC_062210_1_745780.1	NC_062210_1_745780.2	NC_062210_1_2177524.1	NC_062210_1_2177524.2	NC_062210_1_2208156.1	NC_062210_1_2208156.2	NC_062210_1_2426356.1	NC_062210_1_2426356.2	NC_062210_1_3357781.1	NC_062210_1_3357781.2	NC_062211_1_1992391.1	NC_062211_1_1992391.2
2023_3423_AF	2	3	1	1	4	1	0	0	2	3	2	2	3	3	3	2	3	2	4	1	3	3	1	4	3	2	2	2	2	2	4	1	3	3	1	1	0	0	3	3	0	0	2	2	2	1	1	1	2	4	4	4	2	4	2	2	3	3	2	2	3	3	3	3	2	2	2	3	4	4	4	1	2	1	4	1	0	0	4	4	1	4	4	1	4	4	2	3	3	3	1	1	3	3	2	3	2	3	3	2	4	4	2	2	4	1	4	1	0	0	3	3	0	0	2	2	4	4	4	1	2	3	3	2	3	3	4	4	3	2	1	3	2	2	4	4	2	4	4	4	4	4	0	0	0	0	3	2	0	0	0	0	3	2	0	0	1	4	0	0	0	0	0	0	2	2	4	4	0	0	0	0	2	4	1	4	3	2	3	3	0	0	0	0	0	0	3	3	2	2	3	2	1	2	3	3	1	1	0	0	2	1	4	4	0	0	3	3	4	4	0	0	4	1	3	2	1	2	2	2	0	0	3	3	3	3	1	4	2	2	1	4	0	0	3	3	1	1	3	4	0	0	0	0
2023_3689_AF2	2	3	4	4	4	4	3	3	2	2	3	2	2	2	3	2	3	2	4	4	2	2	1	4	3	2	2	1	2	3	4	4	3	1	1	4	3	3	2	3	1	1	2	2	1	1	4	4	2	2	1	1	2	4	3	2	3	2	2	3	2	3	2	2	2	2	0	0	4	1	4	4	1	1	4	1	1	1	1	1	4	4	4	4	4	4	2	2	2	3	2	2	2	2	2	3	3	3	3	3	4	2	2	3	4	1	1	1	3	1	3	2	2	2	2	2	4	4	1	1	2	3	3	3	3	3	4	4	3	2	1	3	2	4	4	4	2	4	1	1	1	1	1	4	1	1	3	3	4	4	2	1	3	3	1	1	1	1	3	2	1	4	1	4	1	1	1	1	1	1	3	2	4	4	1	4	3	2	3	2	1	4	1	1	4	4	3	2	2	2	3	2	1	2	2	3	1	1	2	3	2	1	4	4	1	4	1	3	4	4	3	3	4	4	3	3	1	1	2	2	3	2	3	3	2	2	1	4	2	2	1	4	3	2	3	2	1	4	3	3	1	4	3	3
2023_3690_AF1	2	2	0	0	4	4	3	3	0	0	2	2	2	2	3	3	2	2	0	0	3	3	4	4	3	3	2	1	0	0	4	1	1	1	1	1	3	3	2	3	1	1	2	2	2	1	4	1	2	2	4	4	4	4	0	0	3	3	2	3	0	0	3	2	2	3	2	2	1	1	1	1	1	1	4	1	1	1	1	1	4	4	4	4	4	1	2	3	0	0	1	1	0	0	2	3	2	3	3	3	0	0	2	3	1	1	0	0	0	0	2	2	3	3	2	3	0	0	0	0	0	0	3	2	3	3	4	4	0	0	1	1	2	4	1	4	4	4	1	4	1	4	4	4	1	1	3	3	4	4	2	2	3	3	1	1	0	0	0	0	4	4	0	0	0	0	0	0	0	0	2	2	4	4	1	4	3	2	3	3	1	1	1	1	4	4	3	3	0	0	3	3	1	1	3	3	0	0	3	3	2	1	4	4	1	1	1	1	4	4	0	0	4	4	3	3	1	2	2	2	3	2	3	3	2	3	4	4	2	2	1	1	3	3	3	2	1	4	3	3	1	4	1	1
2023_3706_AF6	2	2	0	0	1	1	2	2	0	0	3	2	3	3	0	0	2	2	4	4	3	3	4	4	3	3	1	1	0	0	4	1	1	1	1	1	3	2	2	2	4	1	2	3	2	2	4	1	4	4	4	1	4	4	0	0	3	3	3	3	0	0	3	3	2	3	2	3	4	1	4	1	0	0	0	0	1	4	4	4	1	1	4	4	0	0	2	3	0	0	2	2	0	0	3	3	3	3	2	2	4	2	0	0	4	4	4	4	0	0	3	2	2	3	2	3	0	0	4	4	0	0	0	0	3	3	0	0	0	0	0	0	2	4	1	4	4	4	4	4	4	4	1	4	4	1	3	2	4	4	0	0	0	0	1	1	1	1	0	0	4	4	0	0	0	0	4	4	0	0	2	2	4	4	4	4	3	3	3	2	4	4	1	4	4	1	3	2	0	0	3	2	1	2	3	3	4	4	3	3	2	2	4	4	0	0	1	3	4	4	0	0	1	1	0	0	0	0	2	2	2	2	3	3	2	3	4	4	2	2	1	4	3	2	3	3	1	1	3	3	1	4	3	3
2023_3876_AF3	2	2	4	1	4	4	3	3	3	3	3	2	2	3	3	2	2	2	4	4	2	2	4	4	3	3	2	2	2	2	4	4	3	1	1	1	3	3	2	2	4	1	2	3	2	2	4	1	2	4	4	1	4	4	2	2	3	3	2	3	3	3	3	3	2	3	0	0	4	1	4	4	2	1	4	1	1	4	4	4	1	1	4	4	4	4	3	3	2	2	2	1	3	2	2	2	2	2	3	2	4	4	2	2	4	1	4	1	3	1	3	2	2	3	2	3	1	1	1	1	2	2	3	3	3	3	3	4	3	2	1	3	2	4	4	4	2	4	1	4	1	4	1	4	1	1	2	2	4	4	2	2	3	3	1	1	1	4	2	2	4	4	1	4	2	1	4	1	4	1	2	2	2	4	1	4	3	2	3	2	1	4	1	1	4	4	3	2	2	3	2	2	2	2	2	2	1	1	2	2	2	2	4	4	1	4	1	3	4	1	2	2	4	4	3	3	1	1	2	2	3	2	3	3	3	3	1	4	2	2	1	1	3	3	3	3	1	4	3	3	1	1	3	1
2023_3910_AF9_combined	2	3	0	0	4	1	0	0	2	3	3	2	2	3	0	0	2	2	0	0	3	2	4	4	3	3	2	1	0	0	4	4	3	3	1	1	3	3	2	2	4	1	2	3	2	2	1	1	2	4	0	0	2	4	3	2	3	3	2	2	2	3	3	2	2	2	2	2	1	1	1	1	1	1	4	1	4	4	4	1	1	4	4	4	0	0	2	3	2	3	0	0	3	2	3	3	3	3	3	3	4	4	2	2	0	0	4	4	3	1	2	2	2	2	2	2	4	4	4	1	3	3	0	0	2	2	3	4	2	2	3	3	2	4	4	4	2	4	1	4	1	4	4	4	4	1	3	3	4	4	0	0	0	0	0	0	4	4	3	2	1	4	0	0	2	2	4	4	4	1	0	0	2	2	0	0	3	2	3	2	4	4	1	4	4	1	3	2	2	2	3	2	1	2	3	3	1	1	2	2	2	1	4	4	1	4	3	3	4	1	0	0	4	1	3	2	1	2	3	2	3	3	0	0	3	3	1	4	2	2	1	4	3	2	3	3	4	4	3	3	0	0	3	1
2023_3939_T4	2	2	4	1	1	1	0	0	2	2	3	3	2	2	3	2	3	2	4	4	2	2	1	1	3	3	2	2	2	3	4	4	3	3	1	4	3	3	2	2	4	4	2	3	2	1	4	1	4	4	4	4	2	4	3	2	3	3	2	3	2	3	3	2	2	2	2	3	4	1	4	4	1	1	0	0	1	4	0	0	1	4	4	4	4	4	2	3	3	3	1	1	3	3	2	2	2	2	2	2	4	2	2	2	1	1	4	1	3	1	3	2	2	2	2	2	4	4	4	1	3	3	3	2	3	2	4	4	3	3	1	3	2	4	1	4	2	4	1	1	1	1	4	4	4	1	2	2	4	1	2	2	3	3	0	0	1	4	3	2	1	4	0	0	2	1	4	1	4	1	3	2	4	4	1	4	3	3	3	2	1	4	0	0	0	0	3	2	2	2	3	2	1	2	3	3	1	1	2	3	1	1	4	1	0	0	3	3	4	4	2	3	4	4	3	3	1	1	3	2	3	2	3	3	2	3	4	4	3	2	1	1	3	3	3	2	1	4	3	3	0	0	3	3
AH012_combined	2	3	4	4	1	1	2	2	2	3	3	3	3	3	3	3	3	2	1	1	3	3	1	4	3	2	2	2	2	2	1	1	3	1	1	1	3	2	2	2	4	4	3	3	2	1	1	1	2	2	1	1	4	4	2	2	3	2	2	3	2	3	3	2	2	3	2	3	1	1	4	1	2	1	4	1	4	4	1	1	4	4	4	4	4	1	3	3	3	3	2	2	3	2	2	3	2	3	3	2	2	2	2	3	4	1	1	1	3	1	3	2	2	2	2	2	1	1	4	1	2	2	3	2	3	2	3	3	3	3	1	1	2	4	1	4	4	4	1	4	1	4	1	4	0	0	3	2	4	1	2	2	3	2	1	4	1	4	3	2	1	4	1	4	1	1	1	1	4	1	3	2	2	4	1	4	3	2	3	2	1	4	1	4	4	1	3	2	3	3	3	2	1	2	2	3	1	1	2	3	1	1	0	0	4	4	3	3	4	4	2	3	1	1	2	2	2	2	3	2	3	2	3	2	3	3	4	4	2	2	1	4	3	2	3	3	4	4	3	3	4	4	3	1
AH_2024_004248_AF05	2	3	4	4	4	4	3	3	2	3	2	2	2	3	3	2	3	2	4	4	2	2	1	4	3	2	2	2	2	3	4	1	1	1	1	1	3	3	2	3	4	1	2	2	2	2	4	4	4	4	4	1	4	4	2	2	3	3	2	2	3	3	3	2	2	2	0	0	4	1	4	1	2	1	4	1	4	4	4	1	1	4	4	4	4	1	2	2	3	3	2	1	3	2	2	3	2	3	2	2	4	4	2	2	4	1	1	1	3	3	3	3	3	3	3	3	1	1	4	1	2	3	3	2	3	2	4	4	2	2	1	1	2	2	4	4	4	4	1	1	1	1	4	4	1	1	3	2	4	4	2	1	3	2	1	1	4	4	3	3	1	1	1	4	2	1	4	1	4	1	3	2	4	4	4	4	3	2	2	2	4	4	1	1	4	4	3	3	2	2	3	2	1	2	2	3	1	1	2	3	2	1	4	4	1	4	1	3	4	4	2	2	4	4	3	3	1	1	3	2	2	2	3	2	2	3	4	4	3	3	1	1	3	2	3	2	1	1	3	3	1	4	3	1
AH_2024_1295_AF08	2	2	1	1	4	4	0	0	2	3	3	2	2	2	2	2	2	2	4	4	3	2	4	4	3	2	2	1	2	2	4	4	3	1	1	1	0	0	2	2	0	0	2	3	2	1	4	4	4	4	4	1	4	4	3	3	3	2	2	2	3	3	0	0	2	3	0	0	0	0	4	1	1	1	4	1	0	0	4	1	1	4	4	1	4	4	3	3	3	3	1	1	3	2	2	2	2	3	3	3	4	4	2	3	1	1	4	1	3	1	3	2	2	3	2	3	4	1	4	1	3	3	3	2	3	2	3	4	3	2	1	3	2	4	1	4	4	4	1	1	1	1	4	4	4	1	3	3	4	4	2	2	3	2	0	0	1	4	3	2	4	4	1	4	2	2	4	4	4	4	2	2	2	4	1	1	3	2	2	2	4	4	1	4	4	1	2	2	2	2	3	2	2	2	2	3	1	1	2	3	1	1	4	4	1	1	1	3	4	1	2	3	4	4	3	3	1	1	3	2	2	2	3	3	2	2	1	4	3	3	1	1	3	3	3	2	1	1	3	4	1	4	3	3
AH_2024_2184_AF01	2	3	4	4	4	4	3	3	2	3	2	2	2	2	3	3	2	2	1	1	3	3	4	4	3	2	2	1	2	3	4	1	3	1	1	4	3	3	2	2	1	1	3	3	1	1	4	1	2	4	0	0	4	4	3	3	3	2	2	2	3	3	3	2	2	3	0	0	4	1	1	1	2	1	4	4	1	4	4	1	4	4	4	1	4	1	2	3	2	2	2	2	2	2	2	3	2	3	3	2	4	2	2	2	4	1	1	1	1	1	2	2	2	3	2	3	4	1	1	1	2	3	2	2	2	2	3	3	3	2	1	3	4	4	1	4	4	4	1	4	1	4	1	4	4	1	3	2	4	4	1	1	2	2	1	1	4	4	2	2	4	4	4	4	2	2	4	4	4	4	2	2	2	4	1	1	3	2	2	2	4	4	1	1	4	4	3	3	2	3	3	2	1	2	3	3	1	1	2	3	2	2	4	4	1	4	3	3	4	4	2	3	4	1	3	2	1	2	2	2	2	2	3	3	2	2	1	4	2	2	1	1	3	2	3	2	1	1	3	4	1	4	3	3
AH_2024_2196_AF01	2	3	4	1	4	1	3	2	2	3	3	3	3	3	3	3	2	2	0	0	2	2	1	4	3	3	2	2	0	0	4	1	1	1	1	1	3	3	2	3	4	4	2	2	2	1	4	1	2	2	4	1	4	4	3	2	3	2	2	2	3	3	3	2	3	3	0	0	4	1	4	4	2	1	0	0	4	4	1	1	4	4	4	1	4	4	3	3	2	2	2	1	2	2	2	3	2	2	3	2	2	2	2	2	4	1	1	1	3	3	3	3	2	3	2	3	1	1	4	1	3	3	3	3	3	3	3	3	3	2	1	3	4	4	4	4	2	4	4	4	4	4	4	4	1	1	3	2	4	4	2	2	3	2	1	1	4	4	3	2	1	4	1	1	2	1	4	1	4	4	2	2	2	4	1	4	3	2	3	2	1	4	1	1	4	4	3	2	2	2	3	3	1	1	3	3	0	0	3	3	1	1	4	4	1	1	3	3	4	1	3	3	4	4	3	3	1	1	2	2	3	2	3	2	2	2	1	1	3	2	4	4	2	2	2	2	1	4	3	4	1	1	3	3
AH_2024_2199_AF03	2	3	1	1	4	1	3	2	3	3	3	2	2	3	3	2	3	2	4	1	3	2	1	4	3	2	2	1	3	3	4	1	3	3	1	4	3	3	2	2	1	1	2	2	2	2	1	1	4	4	4	4	2	4	3	2	3	3	2	2	3	3	3	2	3	3	0	0	1	1	4	1	1	1	1	1	0	0	1	1	1	4	4	1	4	1	2	2	3	3	2	2	3	2	2	3	2	3	3	3	4	4	2	3	4	1	4	1	1	1	2	2	3	3	3	3	4	1	4	1	2	2	3	3	3	3	4	4	3	2	3	3	4	4	4	4	2	2	1	4	1	4	1	4	4	1	3	3	4	1	2	2	3	3	1	1	1	1	3	2	4	4	4	4	2	1	4	1	4	1	2	2	2	4	1	4	3	2	3	3	1	1	1	1	4	4	3	2	2	3	3	3	1	1	2	2	1	1	2	3	2	1	4	4	1	4	1	1	4	4	2	3	1	1	2	2	2	2	3	2	3	2	3	3	2	2	4	4	3	2	1	4	3	3	3	3	1	4	3	4	1	1	3	3
AH_2024_2373_AF03	2	2	4	1	4	4	3	3	2	2	3	2	2	2	3	2	2	2	4	4	2	2	4	4	3	2	2	1	2	3	4	1	3	1	1	4	2	2	2	3	1	1	3	3	2	1	4	1	2	4	4	1	2	4	2	2	3	2	2	2	3	3	3	3	2	3	2	2	4	4	4	1	1	1	4	1	1	4	4	4	1	1	4	4	4	1	3	3	2	3	2	1	3	3	3	3	3	3	2	2	4	4	2	3	4	4	1	1	3	1	3	2	3	3	3	3	1	1	4	1	2	3	2	2	3	2	3	4	2	2	1	3	4	4	1	1	4	4	1	4	1	4	4	4	4	1	2	2	4	4	2	1	3	2	1	1	1	1	3	2	4	4	1	1	1	1	1	1	4	1	3	2	2	4	1	4	3	2	3	2	1	4	1	4	4	1	3	3	2	3	3	2	1	2	3	3	4	1	2	3	2	1	4	4	1	4	1	1	4	1	2	3	4	4	3	3	1	1	3	3	3	3	3	2	2	2	4	4	3	2	1	4	3	3	3	2	1	4	3	4	1	4	1	1
AH_2024_2377_AF04	2	2	4	4	4	4	3	3	3	3	2	2	2	3	3	3	2	2	4	1	3	2	4	4	3	2	2	2	2	3	4	4	3	1	1	1	3	3	2	2	4	1	2	3	1	1	4	1	4	4	4	4	2	4	2	2	3	2	2	3	3	3	3	2	2	3	0	0	1	1	4	1	1	1	4	1	4	4	4	4	1	1	4	1	4	1	2	3	2	2	1	1	2	2	2	3	2	3	3	2	4	2	2	3	1	1	4	1	3	1	3	3	2	2	2	2	4	1	4	1	3	3	3	3	3	3	3	3	2	2	1	1	2	4	1	4	4	4	1	4	1	4	4	4	4	1	3	3	4	4	2	1	3	3	1	1	4	4	3	2	1	4	1	1	2	2	4	4	4	4	2	2	4	4	1	4	3	2	2	2	4	4	1	4	4	1	3	3	2	3	3	2	1	2	3	3	1	1	2	3	2	1	4	4	4	4	1	3	4	1	3	3	1	1	2	2	2	2	2	2	3	2	3	3	2	2	1	1	2	2	1	1	3	3	3	2	1	1	3	4	1	4	3	1
AH_2024_2699_AF02	2	3	4	4	4	1	3	2	3	3	3	2	2	2	2	2	2	2	4	4	2	2	4	4	0	0	2	2	3	3	4	1	1	1	1	1	3	3	2	2	0	0	2	3	2	1	1	1	4	4	4	1	2	2	3	2	3	2	3	3	3	3	3	3	2	3	0	0	1	1	4	1	1	1	4	1	0	0	4	1	1	4	4	4	4	1	2	3	3	3	2	1	3	2	3	3	3	3	2	2	4	4	2	3	4	1	1	1	3	1	2	2	3	3	3	3	4	1	4	4	2	3	3	2	3	2	4	4	2	2	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	1	3	2	0	0	2	2	2	2	1	1	4	4	2	2	4	4	1	4	2	1	4	1	4	1	3	2	2	4	1	4	3	3	3	3	1	4	1	1	4	4	2	2	2	2	3	3	1	1	3	3	1	1	2	3	2	1	4	4	1	4	1	1	4	4	2	2	1	1	2	2	2	2	3	2	3	3	3	3	2	2	1	4	3	2	1	1	3	3	3	2	1	4	3	3	1	1	3	1
AH_2024_2759	2	2	4	1	4	4	3	3	2	2	2	2	2	2	3	3	2	2	1	1	3	3	4	4	0	0	2	1	3	3	4	1	1	1	1	1	3	3	2	3	1	1	2	2	2	1	4	1	2	2	0	0	2	4	2	2	3	2	2	3	2	3	0	0	2	3	0	0	0	0	1	1	1	1	4	1	1	1	1	1	0	0	4	4	4	1	2	2	2	3	1	1	3	3	2	3	2	3	3	3	2	2	3	3	1	1	4	4	1	1	2	2	3	3	2	3	4	1	1	1	3	3	2	2	3	3	4	4	3	2	1	3	2	4	1	4	4	4	1	4	1	4	4	4	1	1	3	3	4	4	2	2	3	2	1	1	1	4	2	2	4	4	1	4	2	2	4	4	4	1	2	2	4	4	1	4	3	2	3	3	1	1	1	1	4	4	3	3	2	3	3	3	1	1	3	3	1	1	3	3	1	1	4	4	1	1	1	3	4	4	2	3	4	4	3	3	1	1	3	2	3	3	3	3	2	3	4	4	2	2	1	4	3	2	3	2	1	4	3	3	1	4	1	1
AH_2024_2803_AF06	2	2	4	1	4	4	0	0	2	3	3	2	2	2	3	2	3	2	4	4	2	2	1	4	0	0	2	1	2	2	4	1	3	3	1	1	3	3	2	2	0	0	2	3	2	1	4	4	2	4	0	0	4	4	3	2	3	2	3	3	2	3	0	0	2	2	0	0	1	1	4	4	2	1	4	4	0	0	4	1	1	4	4	4	4	1	2	2	3	3	2	1	3	2	2	2	2	2	3	2	4	4	2	3	4	1	1	1	3	1	3	2	2	3	2	3	1	1	4	1	2	3	3	2	3	2	4	4	2	2	1	3	2	4	4	4	2	4	4	4	4	4	1	4	4	1	3	2	0	0	2	1	2	2	1	1	4	4	2	2	4	4	1	1	1	1	1	1	4	1	3	2	2	4	1	4	3	2	3	3	1	4	4	4	1	1	3	3	2	3	3	2	1	2	2	3	1	1	2	3	2	1	0	0	1	4	1	3	4	1	2	2	4	4	3	3	1	1	3	2	3	2	3	2	2	2	4	4	3	3	1	4	2	2	3	3	4	4	3	3	1	4	3	1
AH_2024_2817_AF08	2	3	4	4	4	1	3	2	2	2	2	2	2	3	3	3	3	2	4	4	2	2	1	4	3	2	2	1	2	3	4	1	1	1	1	1	3	2	2	2	4	4	3	3	2	1	4	1	2	4	0	0	2	4	3	2	0	0	2	3	2	3	3	2	2	3	0	0	0	0	4	1	2	1	1	1	1	4	4	1	1	4	4	1	4	4	3	3	3	3	2	2	3	2	2	3	2	3	3	2	4	4	2	2	4	1	4	1	3	1	3	2	2	2	2	3	1	1	4	1	2	3	3	2	3	2	3	3	2	2	1	3	4	4	1	1	2	4	4	4	4	4	1	4	4	4	3	2	4	4	2	1	3	3	1	1	1	4	3	2	1	4	1	1	2	1	4	1	4	1	2	2	2	4	4	4	2	2	3	2	4	4	1	4	4	1	3	2	2	3	2	2	2	2	2	3	1	1	2	2	2	1	4	4	1	4	1	3	4	4	2	3	4	1	3	2	1	2	2	2	3	2	3	3	2	3	1	4	3	2	1	4	3	2	3	3	1	1	3	3	1	1	3	1
AH_2024_2818_AF05	2	3	4	4	4	1	3	2	2	2	3	2	2	3	3	2	2	2	4	4	2	2	4	4	3	2	2	2	2	2	4	1	3	1	1	4	3	3	3	3	4	1	2	3	2	1	4	1	2	2	4	1	4	4	3	2	3	2	2	3	2	3	2	2	2	3	0	0	4	1	4	4	2	2	4	1	0	0	4	1	1	4	4	4	4	1	2	3	2	3	2	1	3	2	2	3	3	3	2	2	4	4	2	3	1	1	1	1	3	3	3	3	2	3	2	3	4	1	1	1	2	3	3	2	3	2	3	4	0	0	1	3	4	4	1	4	2	4	1	4	4	4	4	4	0	0	3	2	4	4	2	2	3	2	1	1	1	4	3	2	1	4	1	4	2	2	4	4	4	4	3	2	2	2	0	0	3	2	3	2	1	4	1	1	4	4	3	2	2	3	3	2	1	2	2	3	1	1	2	3	2	1	4	4	1	4	1	3	4	1	3	3	4	1	3	2	1	2	2	2	3	2	3	2	2	2	1	1	3	2	1	4	3	3	3	2	1	1	3	3	1	4	3	1
AH_2024_3574_AF04	2	3	1	1	4	4	3	3	3	3	3	2	2	3	3	3	3	2	0	0	3	2	1	4	0	0	2	1	2	3	4	1	3	1	0	0	3	2	3	3	0	0	2	2	2	2	4	4	2	4	0	0	4	4	2	2	3	2	2	3	3	3	0	0	3	3	0	0	0	0	4	4	2	1	4	4	0	0	4	1	1	4	4	4	4	4	3	3	2	3	1	1	3	3	3	3	3	3	3	2	4	4	2	3	4	4	1	1	3	3	3	3	2	3	2	2	4	4	1	1	2	2	3	2	3	2	3	4	3	2	1	3	2	4	1	4	2	4	4	4	1	4	4	4	0	0	2	2	0	0	1	1	2	2	1	1	1	1	2	2	1	4	1	4	2	2	4	4	4	4	3	2	2	4	1	4	3	2	3	2	4	4	1	4	4	1	2	2	2	2	3	3	1	1	3	3	1	1	2	3	2	1	4	1	4	4	1	3	4	4	2	2	1	1	2	2	2	2	3	2	3	2	3	3	2	2	1	4	3	2	1	1	3	3	3	3	1	1	3	4	1	1	3	1
